,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
10268,Quitinete,Copacabana,1,0,0,35,1600.0,481.0,26.0
10269,Apartamento,Santa Teresa,0,0,0,10,1200.0,,
10270,Apartamento,Cachambi,2,1,0,58,1100.0,350.0,
10271,Apartamento,Copacabana,2,0,0,70,1900.0,700.0,151.0
10272,Apartamento,Botafogo,2,0,0,90,2000.0,510.0,90.0
10273,Apartamento,Barra da Tijuca,3,2,3,120,4000.0,1450.0,
10274,Apartamento,Cachambi,2,0,0,54,850.0,360.0,
10275,Apartamento,Barra da Tijuca,3,2,1,117,4500.0,990.0,624.0
10276,Apartamento,Laranjeiras,3,1,1,155,3300.0,1325.0,
10277,Apartamento,Jacarepaguá,2,1,1,82,2300.0,800.0,153.0
10278,Apartamento,Copacabana,3,1,0,130,4500.0,1100.0,190.0
10279,Quitinete,Flamengo,0,0,0,25,1000.0,430.0,
10280,Apartamento,Barra da Tijuca,4,0,1,155,5500.0,3000.0,
10281,Apartamento,Laranjeiras,4,2,2,150,7000.0,1965.0,455.0
10282,Apartamento,Ipanema,3,0,1,100,5000.0,1100.0,245.0
10283,Apartamento,Itanhangá,2,0,0,53,1100.0,745.0,
10284,Apartamento,São Conrado,3,2,1,320,10000.0,1800.0,380.0
10285,Apartamento,Botafogo,3,0,1,86,3500.0,750.0,
10286,Apartamento,Santa Teresa,1,0,0,50,1200.0,,27.0
10287,Apartamento,Botafogo,3,1,1,105,3600.0,900.0,180.0
10288,Apartamento,Recreio dos Bandeirantes,4,3,4,400,10000.0,1480.0,1000.0
10289,Apartamento,Ipanema,2,1,1,75,5300.0,895.0,208.0
10290,Apartamento,Barra da Tijuca,3,2,2,170,4500.0,2048.0,
10291,Apartamento,Barra da Tijuca,2,1,1,90,2300.0,1078.0,230.0
10292,Apartamento,Gávea,1,0,0,43,2200.0,399.0,51.0
10293,Flat,Ipanema,2,1,1,98,10000.0,4000.0,1.0
10294,Apartamento,Barra da Tijuca,2,1,1,103,3000.0,1750.0,197.0
10295,Casa,Lins de Vasconcelos,2,1,0,80,850.0,496.0,12.0
10296,Apartamento,Barra da Tijuca,4,3,4,360,11000.0,1300.0,
10297,Apartamento,Ipanema,2,0,0,80,5000.0,1050.0,280.0
10298,Apartamento,Barra da Tijuca,2,1,2,100,3000.0,2900.0,500.0
10299,Apartamento,Copacabana,1,0,1,40,2000.0,510.0,
10300,Apartamento,Freguesia (Jacarepaguá),2,1,1,75,1550.0,700.0,48.0
10301,Apartamento,Copacabana,2,0,0,107,2700.0,600.0,141.0
10302,Apartamento,Tijuca,3,1,0,100,2000.0,550.0,120.0
10303,Apartamento,Flamengo,1,0,0,44,1600.0,610.0,
10304,Apartamento,Recreio dos Bandeirantes,1,1,1,50,1500.0,1035.0,221.0
10305,Apartamento,Recreio dos Bandeirantes,4,2,2,146,2900.0,1950.0,254.0
10306,Apartamento,Leblon,4,2,4,200,9500.0,2700.0,944.0
10307,Apartamento,Tijuca,3,0,1,100,3000.0,200.0,78.0
10308,Apartamento,Freguesia (Jacarepaguá),1,1,0,45,1200.0,340.0,16.0
10309,Apartamento,Tijuca,2,1,0,88,2000.0,485.0,99.0
10310,Apartamento,Recreio dos Bandeirantes,2,1,1,70,2200.0,676.0,131.0
10311,Apartamento,Botafogo,4,2,0,622,15000.0,3545.0,1420.0
10312,Apartamento,Santa Teresa,2,0,0,66,1600.0,300.0,52.0
10313,Casa de Vila,Lins de Vasconcelos,3,1,1,204,2800.0,430.0,68.0
10314,Casa de Condomínio,Barra da Tijuca,4,4,4,400,10000.0,2100.0,1400.0
10315,Apartamento,Copacabana,3,0,0,107,3200.0,600.0,150.0
10316,Apartamento,Barra da Tijuca,4,2,3,166,6500.0,1893.0,
10317,Quitinete,Copacabana,1,0,0,20,1500.0,500.0,
10318,Apartamento,Copacabana,2,0,0,40,3800.0,,
10319,Apartamento,Leblon,4,1,1,201,18000.0,,
10320,Casa de Vila,Maracanã,2,0,0,50,2000.0,30.0,25.0
10321,Apartamento,Flamengo,2,0,0,71,2400.0,577.0,
10322,Apartamento,Barra da Tijuca,4,4,3,347,13500.0,2300.0,
10323,Apartamento,Piedade,2,0,0,54,1100.0,,
10324,Apartamento,Botafogo,4,2,1,330,10500.0,1600.0,708.0
10325,Apartamento,Tijuca,1,1,0,60,900.0,556.0,24.0
10326,Apartamento,Flamengo,4,1,1,290,9500.0,1800.0,
10327,Flat,Leblon,2,1,1,80,6000.0,1500.0,400.0
10328,Apartamento,Barra da Tijuca,2,2,1,87,3100.0,1550.0,543.0
10329,Apartamento,Anil,2,1,0,50,1700.0,470.0,30.0
10330,Apartamento,Leblon,4,2,1,180,6000.0,1900.0,
10331,Apartamento,Copacabana,2,1,0,70,3500.0,920.0,100.0
10332,Apartamento,Tijuca,2,0,0,60,1800.0,604.0,
10333,Apartamento,Laranjeiras,2,1,1,120,3850.0,1000.0,
10334,Apartamento,Copacabana,1,0,1,50,2700.0,,
10335,Apartamento,Lagoa,3,1,0,115,4500.0,1057.0,297.0
10336,Apartamento,Engenho de Dentro,2,0,0,51,900.0,515.0,114.0
10337,Apartamento,Leblon,2,2,2,132,6000.0,1400.0,
10338,Casa,Barra da Tijuca,4,2,4,250,8000.0,1800.0,360.0
10339,Apartamento,Freguesia (Jacarepaguá),2,1,1,76,2200.0,817.0,92.0
10340,Apartamento,Copacabana,1,0,0,30,1400.0,450.0,23.0
10341,Flat,Ipanema,2,1,2,82,13000.0,3300.0,599.0
10342,Apartamento,Copacabana,1,0,0,50,2200.0,750.0,
10343,Apartamento,Ipanema,3,1,1,140,12900.0,1580.0,280.0
10344,Apartamento,Leblon,3,1,0,140,5000.0,1800.0,
10345,Apartamento,Santíssimo,2,1,0,40,700.0,250.0,
10346,Apartamento,Botafogo,2,1,1,75,2800.0,987.0,
10347,Apartamento,Campo Grande,2,1,0,78,800.0,,
10348,Apartamento,Barra da Tijuca,3,2,3,200,13500.0,3900.0,1500.0
10349,Apartamento,Tijuca,1,0,0,50,1200.0,330.0,
10350,Apartamento,Barra da Tijuca,2,1,1,70,2200.0,1500.0,
10351,Apartamento,Copacabana,3,1,1,90,3500.0,773.0,136.0
10352,Apartamento,Freguesia (Jacarepaguá),2,0,0,46,1000.0,290.0,13.0
10353,Casa,Botafogo,8,3,0,418,15000.0,,
10354,Apartamento,Leblon,4,2,2,250,9200.0,3000.0,
10355,Casa de Condomínio,Recreio dos Bandeirantes,4,3,4,280,5000.0,750.0,200.0
10356,Apartamento,Leblon,3,2,2,115,7000.0,1899.0,
10357,Apartamento,Maracanã,1,1,0,63,1200.0,590.0,50.0
10358,Apartamento,Barra da Tijuca,1,1,1,61,1700.0,2154.0,271.0
10359,Apartamento,Recreio dos Bandeirantes,4,3,4,277,5000.0,1200.0,
10360,Apartamento,São Conrado,2,0,1,85,2900.0,1135.0,222.0
10361,Apartamento,Leblon,3,1,0,100,7000.0,1697.0,246.0
10362,Apartamento,Vila da Penha,2,0,0,54,700.0,435.0,
10363,Apartamento,Barra da Tijuca,3,2,1,110,4000.0,1200.0,200.0
10364,Casa de Condomínio,Barra da Tijuca,5,5,5,900,17500.0,2600.0,
10365,Apartamento,Tijuca,2,0,0,70,2100.0,700.0,
10366,Apartamento,Recreio dos Bandeirantes,2,2,2,75,2050.0,790.0,150.0
10367,Apartamento,Flamengo,4,1,3,350,10000.0,2500.0,
10368,Apartamento,Ipanema,3,2,1,150,6500.0,1700.0,580.0
10369,Casa de Condomínio,Recreio dos Bandeirantes,4,2,3,147,4500.0,1195.0,1000.0
10370,Casa,Campo Grande,2,0,1,80,1100.0,,
10371,Apartamento,Barra da Tijuca,3,2,1,138,4500.0,1300.0,350.0
10372,Apartamento,Vargem Pequena,2,1,1,60,1300.0,360.0,40.0
10373,Quitinete,Centro,1,0,0,30,800.0,250.0,25.0
10374,Apartamento,Recreio dos Bandeirantes,2,2,0,105,3500.0,1000.0,
10375,Apartamento,Copacabana,4,3,2,200,8000.0,2700.0,600.0
10376,Apartamento,Botafogo,3,2,1,105,4000.0,1104.0,
10377,Apartamento,Recreio dos Bandeirantes,4,3,4,260,4000.0,,
10378,Apartamento,Copacabana,3,1,0,200,7000.0,1700.0,520.0
10379,Apartamento,Engenho Novo,2,1,1,176,880.0,900.0,153.0
10380,Apartamento,Ipanema,3,1,0,87,4445.0,660.0,95.0
10381,Apartamento,Tijuca,2,0,0,80,1800.0,,
10382,Apartamento,Barra da Tijuca,3,2,1,132,3200.0,2604.0,464.0
10383,Apartamento,Recreio dos Bandeirantes,3,1,1,110,1800.0,750.0,150.0
10384,Apartamento,Barra da Tijuca,1,2,0,55,1700.0,1780.0,
10385,Apartamento,Cachambi,1,0,0,40,800.0,130.0,14.0
10386,Apartamento,Ipanema,2,2,2,90,5500.0,1800.0,300.0
10387,Apartamento,Barra da Tijuca,4,2,1,140,3000.0,1402.0,
10388,Apartamento,Botafogo,2,1,1,75,3800.0,875.0,197.0
10389,Apartamento,Barra da Tijuca,4,2,2,146,4900.0,1800.0,3500.0
10390,Casa de Condomínio,Barra da Tijuca,4,5,4,500,11800.0,1550.0,1501.0
10391,Casa,Gávea,3,2,3,1100,30000.0,,1900.0
10392,Apartamento,Copacabana,3,1,1,110,4500.0,500.0,
10393,Apartamento,Barra da Tijuca,4,3,2,290,2500.0,3650.0,771.0
10394,Apartamento,Ipanema,3,1,1,263,7500.0,3150.0,697.0
10395,Apartamento,Península,2,2,1,72,3500.0,1400.0,150.0
10396,Flat,Jardim Botânico,1,1,0,55,1950.0,1400.0,144.0
10397,Casa de Condomínio,Recreio dos Bandeirantes,3,2,1,165,2000.0,980.0,153.0
10398,Apartamento,Barra da Tijuca,3,2,1,201,4200.0,3563.0,
10399,Apartamento,Copacabana,4,1,1,270,8500.0,2477.0,7504.0
10400,Quitinete,Copacabana,1,0,0,24,2500.0,570.0,56.0
10401,Flat,Lapa,1,0,1,32,2950.0,,
10402,Apartamento,Ipanema,3,1,1,140,6500.0,1500.0,
10403,Apartamento,Copacabana,1,0,0,50,1500.0,340.0,76.0
10404,Apartamento,Recreio dos Bandeirantes,3,2,1,89,1900.0,842.0,160.0
10405,Apartamento,Méier,1,0,0,50,1200.0,280.0,20.0
10406,Apartamento,Maracanã,2,1,0,81,2200.0,700.0,82.0
10407,Apartamento,Jardim Botânico,4,4,3,252,16000.0,3581.0,10450.0
10408,Apartamento,Méier,0,2,0,86,1700.0,,54.0
10409,Apartamento,Barra da Tijuca,4,2,3,160,5000.0,2100.0,3100.0
10410,Apartamento,Ipanema,3,2,1,120,7000.0,2008.0,423.0
10411,Apartamento,Leblon,3,2,1,155,7500.0,1600.0,4000.0
10412,Apartamento,Recreio dos Bandeirantes,3,2,2,145,2500.0,920.0,
10413,Apartamento,Barra da Tijuca,1,1,0,28,3000.0,,
10414,Apartamento,Flamengo,2,2,1,100,3500.0,760.0,172.0
10415,Apartamento,Pechincha,2,1,0,59,1000.0,400.0,350.0
10416,Apartamento,Flamengo,4,1,1,290,9200.0,1800.0,700.0
10417,Apartamento,Barra da Tijuca,3,2,1,200,5500.0,1855.0,230.0
10418,Apartamento,Botafogo,4,2,1,120,4700.0,1726.0,441.0
10419,Apartamento,Barra da Tijuca,0,0,0,30,1600.0,988.0,193.0
10420,Apartamento,Andaraí,2,1,0,71,1000.0,360.0,25.0
10421,Apartamento,Leblon,2,1,1,100,3500.0,1930.0,400.0
10422,Apartamento,Flamengo,2,1,1,94,2600.0,1823.0,
10423,Casa de Vila,Ramos,2,1,0,45,1000.0,70.0,
10424,Apartamento,Copacabana,1,0,0,44,1480.0,470.0,25.0
10425,Apartamento,Penha Circular,2,0,1,78,1300.0,450.0,
10426,Apartamento,Freguesia (Jacarepaguá),3,2,1,95,2000.0,700.0,110.0
10427,Apartamento,Leblon,3,2,1,110,6000.0,1650.0,300.0
10428,Apartamento,Barra da Tijuca,2,1,1,65,6870.0,3014.0,390.0
10429,Apartamento,Botafogo,3,1,1,108,5100.0,1450.0,276.0
10430,Quitinete,Botafogo,0,0,1,30,800.0,320.0,
10431,Apartamento,Leblon,2,2,2,150,4500.0,2100.0,
10432,Apartamento,Barra da Tijuca,4,3,2,156,6500.0,3000.0,1000.0
10433,Apartamento,Botafogo,1,0,0,43,2400.0,1076.0,260.0
10434,Apartamento,Barra da Tijuca,4,3,2,240,6500.0,3000.0,603.0
10435,Apartamento,Leblon,2,1,1,110,5000.0,2535.0,385.0
10436,Apartamento,Ipanema,2,1,1,80,3500.0,1100.0,345.0
10437,Casa de Condomínio,Barra da Tijuca,6,0,5,950,30000.0,1200.0,15000.0
10438,Apartamento,Engenho Novo,2,0,0,50,900.0,250.0,
10439,Apartamento,Leblon,3,1,1,150,7000.0,2500.0,380.0
10440,Apartamento,Copacabana,2,0,0,90,2600.0,757.0,207.0
10441,Quitinete,Copacabana,1,0,0,35,1300.0,380.0,68.0
10442,Casa,Campo Grande,2,0,1,60,900.0,,
10443,Apartamento,Recreio dos Bandeirantes,2,1,1,68,2000.0,593.0,75.0
10444,Apartamento,Todos os Santos,2,0,0,70,1200.0,300.0,
10445,Apartamento,Campo Grande,2,1,0,50,750.0,230.0,
10446,Casa de Vila,Madureira,2,1,0,78,1000.0,,
10447,Apartamento,Botafogo,2,1,1,70,2800.0,705.0,1168.0
10448,Apartamento,Cosme Velho,2,1,1,86,2600.0,715.0,
10449,Casa Comercial,Botafogo,0,0,0,161,9000.0,,523.0
10450,Apartamento,Tijuca,2,0,0,52,1400.0,740.0,202.0
10451,Apartamento,Barra da Tijuca,2,1,1,88,2300.0,950.0,256.0
10452,Quitinete,Flamengo,1,0,0,21,900.0,455.0,29.0
10453,Apartamento,Urca,2,0,1,95,3900.0,300.0,95.0
10454,Apartamento,Lagoa,4,2,1,181,5800.0,3091.0,783.0
10455,Apartamento,Campo Grande,2,0,0,75,1000.0,270.0,
10456,Apartamento,Leme,1,0,1,60,2300.0,600.0,51.0
10457,Apartamento,Piedade,2,0,0,70,900.0,,
10458,Apartamento,Lagoa,2,1,1,81,4350.0,689.0,237.0
10459,Apartamento,Lagoa,3,3,3,400,30000.0,5900.0,2900.0
10460,Apartamento,Copacabana,4,1,1,236,15000.0,2300.0,
10461,Casa Comercial,Botafogo,0,0,0,250,16000.0,,1209.0
10462,Apartamento,Vila Valqueire,2,0,0,70,850.0,100.0,42.0
10463,Apartamento,Copacabana,1,0,0,50,1800.0,600.0,30.0
10464,Apartamento,Centro,2,0,0,90,2100.0,570.0,40.0
10465,Apartamento,Ipanema,4,2,2,220,15900.0,4168.0,
10466,Apartamento,Tijuca,3,2,1,84,2350.0,950.0,890.0
10467,Apartamento,Barra da Tijuca,3,4,3,170,5500.0,1317.0,590.0
10468,Flat,Barra da Tijuca,2,1,2,73,2400.0,2112.0,
10469,Apartamento,São Conrado,3,3,2,340,12000.0,1800.0,300.0
10470,Flat,Barra da Tijuca,2,1,1,75,3900.0,1550.0,
10471,Apartamento,Recreio dos Bandeirantes,2,2,2,92,3000.0,1300.0,127.0
10472,Quitinete,Flamengo,1,0,0,42,1550.0,300.0,
10473,Flat,Recreio dos Bandeirantes,1,1,0,48,3400.0,,
10474,Apartamento,Praça Seca,1,0,0,60,750.0,30.0,
10475,Apartamento,Leblon,1,1,0,82,1900.0,1700.0,348.0
10476,Apartamento,Grajaú,2,0,0,60,1300.0,600.0,
10477,Apartamento,Recreio dos Bandeirantes,4,2,1,160,1900.0,1038.0,158.0
10478,Apartamento,Barra da Tijuca,2,1,0,70,1150.0,650.0,86.0
10479,Casa Comercial,Tijuca,6,3,0,300,8200.0,,1500.0
10480,Apartamento,Copacabana,2,0,1,90,3400.0,1400.0,122.0
10481,Apartamento,Leblon,4,2,2,250,16000.0,4500.0,620.0
10482,Casa,Recreio dos Bandeirantes,3,4,3,360,12000.0,,6072.0
10483,Apartamento,São Conrado,4,2,3,320,12000.0,3811.0,438.0
10484,Apartamento,Vila da Penha,2,0,0,60,1310.0,180.0,35.0
10485,Apartamento,Centro,2,0,0,76,1500.0,699.0,231.0
10486,Apartamento,Ipanema,3,1,1,140,6500.0,1800.0,506.0
10487,Apartamento,Leblon,2,0,0,60,3500.0,480.0,151125.0
10488,Apartamento,Barra da Tijuca,1,1,0,69,1300.0,1470.0,
10489,Apartamento,Botafogo,1,1,0,63,2000.0,880.0,100.0
10490,Casa de Condomínio,Barra da Tijuca,6,4,4,1000,15000.0,2600.0,
10491,Apartamento,Freguesia (Jacarepaguá),5,3,2,261,2500.0,2045.0,444.0
10492,Apartamento,Barra da Tijuca,2,2,1,72,1450.0,975.0,167.0
10493,Casa de Condomínio,São Conrado,3,4,3,523,15000.0,3968.0,1013.0
10494,Apartamento,Leme,3,1,0,90,3600.0,900.0,350.0
10495,Casa,Recreio dos Bandeirantes,4,5,3,360,15000.0,,5624.0
10496,Casa Comercial,Botafogo,0,0,0,120,4200.0,,761.0
10497,Apartamento,Leblon,3,1,2,200,23000.0,3600.0,1500.0
10498,Apartamento,Ipanema,2,1,1,75,4800.0,865.0,118.0
10499,Casa de Vila,Bonsucesso,1,0,0,30,800.0,,
10500,Apartamento,Copacabana,3,1,0,200,9500.0,1600.0,500.0
10501,Apartamento,Tijuca,1,0,0,40,1100.0,500.0,20.0
10502,Apartamento,Tijuca,2,1,0,90,1300.0,769.0,
10503,Apartamento,Barra da Tijuca,4,3,2,225,7000.0,3200.0,8000.0
10504,Apartamento,Vila Isabel,2,1,1,50,900.0,870.0,47.0
10505,Apartamento,Barra da Tijuca,4,3,4,206,10000.0,2850.0,3584.0
10506,Apartamento,Barra da Tijuca,4,3,3,160,6700.0,2300.0,434.0
10507,Flat,Ipanema,2,2,2,95,3600.0,2300.0,250.0
10508,Apartamento,Copacabana,3,0,1,130,4000.0,1400.0,190.0
10509,Casa de Condomínio,Itanhangá,4,0,2,400,10000.0,1400.0,1500.0
10510,Apartamento,Ipanema,3,1,1,180,7500.0,2930.0,
10511,Apartamento,Quintino Bocaiúva,1,1,0,39,600.0,354.0,
10512,Apartamento,Quintino Bocaiúva,2,0,0,60,1000.0,70.0,
10513,Apartamento,Barra da Tijuca,2,1,1,90,2400.0,1155.0,
10514,Apartamento,Ipanema,3,1,1,250,20000.0,1000.0,895.0
10515,Flat,Leblon,1,1,1,60,5500.0,1900.0,200.0
10516,Apartamento,Recreio dos Bandeirantes,2,2,1,70,2000.0,1100.0,3200.0
10517,Apartamento,Méier,2,1,0,60,1000.0,580.0,150.0
10518,Apartamento,Irajá,2,0,0,50,750.0,213.0,
10519,Quitinete,Botafogo,0,0,0,23,900.0,390.0,30.0
10520,Apartamento,Lapa,0,0,0,30,900.0,280.0,22.0
10521,Apartamento,Copacabana,3,0,0,130,2800.0,1250.0,315.0
10522,Apartamento,Flamengo,2,1,0,130,4600.0,640.0,
10523,Casa,Jardim Botânico,4,3,0,531,18000.0,,702.0
10524,Casa de Condomínio,Barra da Tijuca,6,4,4,622,10000.0,,
10525,Casa Comercial,São Cristóvão,6,3,4,600,4800.0,,150.0
10526,Apartamento,Copacabana,1,1,0,45,2300.0,1100.0,
10527,Apartamento,Copacabana,3,0,0,100,3200.0,860.0,
10528,Apartamento,Leblon,2,0,1,70,5500.0,830.0,141.0
10529,Apartamento,Flamengo,3,0,0,121,2200.0,1249.0,
10530,Casa de Condomínio,Taquara,3,3,1,280,5000.0,865.0,1100.0
10531,Apartamento,Barra da Tijuca,2,1,1,100,1800.0,528.0,191.0
10532,Apartamento,Laranjeiras,3,0,0,83,2300.0,886.0,131.0
10533,Casa,Glória,4,3,2,851,22000.0,,980.0
10534,Casa,Vargem Pequena,3,1,3,138,2350.0,350.0,130.0
10535,Apartamento,Barra da Tijuca,3,4,2,270,8000.0,1450.0,550.0
10536,Apartamento,Barra da Tijuca,2,1,1,90,2800.0,1309.0,
10537,Apartamento,Curicica,3,1,1,82,1600.0,610.0,850.0
10538,Apartamento,Abolição,2,0,0,65,1200.0,,17.0
10539,Apartamento,Barra da Tijuca,3,2,1,117,4500.0,990.0,624.0
10540,Apartamento,Barra da Tijuca,2,2,2,69,2000.0,1275.0,1203.0
10541,Apartamento,Laranjeiras,2,1,0,75,1900.0,820.0,112.0
10542,Apartamento,Ipanema,4,5,4,390,30000.0,6607.0,
10543,Casa,Campo Grande,1,0,0,50,500.0,,
10544,Apartamento,Leblon,4,2,1,184,10000.0,2100.0,700.0
10545,Apartamento,Leblon,3,1,0,90,4690.0,926.0,254.0
10546,Apartamento,Lins de Vasconcelos,1,1,0,62,900.0,500.0,
10547,Casa de Condomínio,Maracanã,2,0,0,50,2200.0,70.0,20.0
10548,Apartamento,Campo Grande,2,1,0,60,700.0,360.0,
10549,Apartamento,Flamengo,1,1,0,35,1000.0,490.0,
10550,Apartamento,Copacabana,1,0,0,45,2000.0,610.0,
10551,Apartamento,Vila Valqueire,3,1,1,107,1700.0,300.0,853.0
10552,Apartamento,Catete,2,0,0,69,1900.0,578.0,138.0
10553,Apartamento,Lagoa,2,1,1,80,3000.0,2600.0,
10554,Apartamento,Jardim Botânico,3,1,2,170,6000.0,860.0,400.0
10555,Apartamento,Leblon,3,0,1,155,7500.0,1550.0,530.0
10556,Apartamento,Laranjeiras,3,0,1,100,3100.0,920.0,
10557,Apartamento,Ipanema,5,3,4,800,90000.0,9188.0,60230.0
10558,Casa de Condomínio,Freguesia (Jacarepaguá),3,2,3,180,3500.0,600.0,
10559,Apartamento,Leme,1,0,0,35,1900.0,500.0,350.0
10560,Apartamento,Tijuca,1,1,0,48,1200.0,650.0,21.0
10561,Apartamento,Ipanema,3,1,1,158,7000.0,1700.0,484.0
10562,Quitinete,Copacabana,1,0,0,20,1150.0,450.0,71.0
10563,Apartamento,Botafogo,2,1,1,67,2400.0,930.0,150.0
10564,Apartamento,Ipanema,3,1,1,130,10000.0,1800.0,462.0
10565,Quitinete,Jacarepaguá,1,0,0,45,590.0,70.0,
10566,Apartamento,Ipanema,2,1,1,200,23000.0,2500.0,800.0
10567,Apartamento,Leblon,1,1,0,59,2450.0,1707.0,313.0
10568,Apartamento,Vista Alegre,2,0,0,85,1100.0,150.0,
10569,Apartamento,Cosme Velho,2,1,0,87,2200.0,720.0,170.0
10570,Apartamento,Copacabana,3,0,1,190,7000.0,,
10571,Apartamento,Barra da Tijuca,2,1,1,78,2700.0,890.0,2400.0
10572,Apartamento,Jacarepaguá,2,1,1,71,1400.0,766.0,63.0
10573,Apartamento,Ipanema,2,1,1,100,6000.0,4500.0,443.0
10574,Apartamento,Catete,2,1,0,84,3500.0,1376.0,214.0
10575,Apartamento,Cachambi,2,1,0,60,1200.0,300.0,
10576,Casa de Condomínio,Barra da Tijuca,5,8,5,900,20000.0,2200.0,1177.0
10577,Apartamento,Copacabana,4,2,3,389,12400.0,4829.0,1153.0
10578,Apartamento,Botafogo,2,1,1,84,2500.0,1400.0,200.0
10579,Casa de Condomínio,Barra da Tijuca,4,5,4,900,20000.0,1500.0,
10580,Apartamento,Barra da Tijuca,2,1,0,58,1250.0,676.0,
10581,Apartamento,Flamengo,1,0,0,36,1000.0,495.0,55.0
10582,Apartamento,Recreio dos Bandeirantes,3,2,3,200,3950.0,1000.0,
10583,Apartamento,Leblon,4,2,1,123,7000.0,1800.0,655.0
10584,Apartamento,Recreio dos Bandeirantes,2,1,2,91,2500.0,1650.0,250.0
10585,Flat,Ipanema,2,2,1,80,6500.0,2725.0,332.0
10586,Quitinete,Centro,1,0,0,25,800.0,350.0,10.0
10587,Apartamento,Ipanema,1,1,0,38,2300.0,630.0,102.0
10588,Casa de Vila,Tanque,3,1,1,240,2000.0,40.0,100.0
10589,Apartamento,Recreio dos Bandeirantes,2,2,1,105,2100.0,648.0,156.0
10590,Apartamento,Barra da Tijuca,3,2,1,140,2400.0,1600.0,4500.0
10591,Apartamento,Campo Grande,2,1,0,48,700.0,320.0,
10592,Apartamento,Ipanema,4,2,2,250,9000.0,3700.0,1133.0
10593,Casa de Condomínio,Vargem Grande,3,3,1,180,2200.0,400.0,1.0
10594,Apartamento,Barra da Tijuca,4,3,1,260,9500.0,2800.0,
10595,Apartamento,Copacabana,4,0,0,135,4200.0,880.0,
10596,Apartamento,Ipanema,3,0,1,50,9500.0,3600.0,
10597,Quitinete,Lapa,1,0,0,26,850.0,366.0,25.0
10598,Apartamento,Recreio dos Bandeirantes,2,1,0,76,2000.0,1070.0,140.0
10599,Casa de Vila,Bento Ribeiro,1,1,0,50,900.0,,
10600,Apartamento,Oswaldo Cruz,3,0,0,65,1350.0,305.0,
10601,Apartamento,Penha,2,1,1,56,1500.0,438.0,
10602,Apartamento,Tijuca,3,1,0,115,2400.0,524.0,110.0
10603,Apartamento,Vila Isabel,1,0,0,45,1000.0,350.0,20.0
10604,Apartamento,Flamengo,3,1,2,155,6500.0,1300.0,576.0
10605,Apartamento,Barra da Tijuca,3,2,1,170,4700.0,1500.0,500.0
10606,Apartamento,Ipanema,2,1,0,63,4000.0,723.0,172.0
10607,Apartamento,Jardim Botânico,2,1,1,75,3900.0,1500.0,
10608,Apartamento,Guadalupe,1,0,0,33,500.0,,
10609,Apartamento,Campo Grande,1,1,0,55,750.0,517.0,
10610,Casa,Bonsucesso,6,2,1,180,4500.0,,
10611,Apartamento,Copacabana,3,1,0,90,4500.0,1300.0,395.0
10612,Casa,Campo Grande,2,1,2,90,1200.0,,
10613,Apartamento,Itanhangá,2,1,0,60,950.0,550.0,
10614,Apartamento,Botafogo,3,1,0,105,2500.0,1084.0,207.0
10615,Apartamento,Barra da Tijuca,2,1,1,78,3000.0,2922.0,350.0
10616,Apartamento,Irajá,2,1,0,44,750.0,110.0,
10617,Apartamento,Ipanema,3,1,1,160,6000.0,1700.0,591.0
10618,Apartamento,Copacabana,1,0,0,150,3000.0,1750.0,215.0
10619,Apartamento,Recreio dos Bandeirantes,4,2,2,170,5000.0,850.0,350.0
10620,Apartamento,Copacabana,4,3,2,430,15000.0,2835.0,1663.0
10621,Apartamento,Copacabana,3,1,1,120,3400.0,1900.0,200.0
10622,Apartamento,Ipanema,3,1,1,140,6500.0,1750.0,10.0
10623,Casa de Condomínio,Recreio dos Bandeirantes,3,3,3,320,7900.0,949.0,2560.0
10624,Casa de Vila,Olaria,2,0,0,51,1000.0,,
10625,Apartamento,Botafogo,2,1,1,80,4300.0,1379.0,187.0
10626,Flat,Barra da Tijuca,1,1,1,70,1695.0,980.0,
10627,Apartamento,Tijuca,2,0,0,70,1800.0,939.0,63.0
10628,Apartamento,Ipanema,2,2,1,90,10300.0,4300.0,350.0
10629,Apartamento,Humaitá,3,1,1,97,3300.0,1500.0,170.0
10630,Apartamento,Flamengo,1,0,0,65,2900.0,622.0,130.0
10631,Apartamento,Recreio dos Bandeirantes,3,2,1,140,2900.0,570.0,
10632,Apartamento,Barra da Tijuca,2,2,1,110,4500.0,1960.0,589.0
10633,Apartamento,Freguesia (Jacarepaguá),2,1,0,69,1100.0,800.0,517.0
10634,Apartamento,Copacabana,2,0,0,71,2200.0,580.0,
10635,Apartamento,Barra da Tijuca,3,1,1,85,2400.0,980.0,256.0
10636,Apartamento,Recreio dos Bandeirantes,2,1,1,78,1500.0,770.0,108.0
10637,Apartamento,Jacarepaguá,2,1,0,48,800.0,572.0,
10638,Apartamento,Botafogo,1,1,0,65,2200.0,880.0,125.0
10639,Apartamento,Recreio dos Bandeirantes,3,1,1,74,1550.0,1034.0,80.0
10640,Apartamento,Flamengo,2,0,0,68,2500.0,870.0,102.0
10641,Apartamento,Ipanema,4,2,1,236,6800.0,2700.0,700.0
10642,Apartamento,Flamengo,5,2,1,300,5500.0,2721.0,709.0
10643,Apartamento,Taquara,1,1,0,83,1200.0,578.0,
10644,Apartamento,Barra da Tijuca,4,2,1,20,4800.0,1500.0,
